Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene2583	FRY	1	-	174602221	174846794	4.840757	4.067287	9.874565
gene2584	B3GLCT	1	-	174954778	174999966	28.186695	7.171731	17.411537
gene2585	HSPH1	1	+	175014551	175036653	109.535439	28.366913	68.869232
gene2586	LOC107052088	1	-	175028631	175056582	0.296173	0.075357	0.182953
gene2587	LOC418918	1	-	175074347	175083038	0.000000	0.000000	0.000000
gene2588	ALOX5AP	1	-	175088269	175100098	0.445627	0.117033	0.284133
gene2589	TRNAN-GUU	1	+	175099436	175099509	0.000000	0.000000	0.000000
gene2590	TRNAV-AAC	1	+	175099717	175099789	0.000000	0.000000	0.000000
gene2591	USPL1	1	-	175101506	175117938	30.582584	8.259077	20.051401
gene2592	LOC101747923	1	+	175123917	175140770	0.240325	0.061148	0.148454
gene2593	LOC107052095	1	+	175143719	175162569	0.111977	0.028491	0.069171
gene2594	HMGB1	1	+	175163150	175171321	123.333130	69.827499	169.527313
gene2595	LOC107052100	1	-	175188325	175241129	0.548619	0.545762	1.325002
gene2596	MIR1646	1	-	175210871	175210964	0.957447	0.291655	0.708080
gene2597	KATNAL1	1	+	175240900	175280893	4.593876	3.184870	7.732231
gene2598	UBL3	1	+	175340869	175397792	301.576111	76.732048	186.290161
gene2599	SLC7A1	1	+	175440039	175484103	24.916826	7.068800	17.161642
gene2600	LOC101748210	1	+	175480908	175484108	12.673936	3.224715	7.828968
gene2601	MTUS2	1	-	175485854	175754108	4.889484	1.378778	3.347400
gene2602	SLC46A3	1	+	175782696	175796582	32.629768	8.669363	21.047493
gene2603	POMP	1	-	175798273	175806119	418.896637	106.582687	258.761597
gene2604	FLT1	1	+	175837246	175938674	141.059082	35.890614	87.135284
gene2605	MIR6656	1	-	175931282	175931391	1.000000	0.304167	0.738458
gene2606	PAN3	1	-	175943037	176020582	40.486519	13.825708	33.566074
gene2607	FLT3	1	+	176026953	176062170	0.935815	0.238912	0.580030
gene2609	PDX1	1	-	176080427	176085197	0.387383	0.098564	0.239295
gene2612	LOC418927	1	-	176152363	176170919	124.976059	32.326794	78.483032
gene2613	LOC101749023	1	+	176170981	176217218	4.468631	4.878058	11.842958
gene2614	LOC107052127	1	+	176219165	176220953	6.846920	1.742108	4.229492
gene2615	LNX2	1	+	176222361	176242327	19.544292	4.972786	12.072937
gene2616	MTIF3	1	+	176273690	176279456	33.650692	13.438031	32.624870
gene2617	GTF3A	1	-	176279363	176283772	96.033600	24.434477	59.322056
gene2618	RASL11A	1	-	176331411	176332978	3.548327	0.902825	2.191879
gene2619	RPL21	1	-	176337998	176342539	1024.618042	286.794525	696.280090
gene2620	USP12	1	+	176357049	176395520	4.444285	1.304671	3.167482
gene2622	GPR12	1	+	176500684	176503324	0.134831	0.034306	0.083288
gene2623	WASF3	1	-	176525604	176598106	19.909319	5.314128	12.901649
gene2624	CDK8	1	-	176640394	176710297	37.879444	10.660254	25.880978
gene2625	RNF6	1	+	176715003	176725471	19.805166	6.820316	16.558374
gene2626	ATP8A2	1	+	176736710	177052754	0.495054	0.605900	1.471004
gene2627	LOC107052156	1	-	177040084	177055983	0.262839	0.066876	0.162361
gene2628	SHISA2	1	-	177058130	177061984	7.823205	1.990511	4.832565
gene2629	NUP58	1	-	177064658	177104646	15.310198	10.274403	24.944210
gene2630	MTMR6	1	+	177105714	177133446	37.698719	9.641851	23.408503
gene2631	LOC107052157	1	+	177141364	177147836	0.406518	0.103433	0.251115
gene2632	FAM123A	1	+	177160079	177170811	1.132304	0.288100	0.699449
gene2633	SPATA13	1	+	177265005	177413971	20.170347	33.844612	82.167999
gene2634	C1QTNF9	1	+	177416614	177424857	0.295798	0.121107	0.294024
gene2635	MIPEP	1	+	177424874	177493264	51.166130	13.018543	31.606440
gene2636	TNFRSF19	1	-	177509039	177565872	0.696769	0.182510	0.443097
gene2637	SACS	1	+	177611753	177669819	9.431561	2.564100	6.225126
gene2638	SGCG	1	-	177672798	177788672	6.251954	1.625674	3.946814
gene2639	FGF9	1	-	178382192	178412065	5.930403	1.508913	3.663340
gene2640	MICU2	1	+	178436428	178574517	48.668133	12.382961	30.063372
gene2641	ZDHHC20	1	+	178578807	178623767	38.321789	15.616183	37.912994
gene2642	MRP63	1	-	178625541	178626748	118.010277	35.589535	86.404320
gene2643	SKA3	1	+	178626470	178635931	25.251797	6.426276	15.601722
gene2644	SAP18	1	-	178642368	178644670	1078.814941	274.490173	666.407654
gene2645	LOC100859643	1	+	178644910	178652541	1.538291	0.391398	0.950236
gene2646	LATS2	1	+	178671307	178718176	46.481976	11.826723	28.712934
gene2647	XPO4	1	+	178739000	178813041	18.596634	5.057118	12.277679
gene2648	N6AMT2	1	+	178817148	178826898	17.799503	8.518653	20.681597
gene2650	IFT88	1	-	178842481	178876763	8.324695	2.351773	5.709638
gene2651	CRYL1	1	+	178883375	178933942	17.309351	4.404135	10.692365
gene2654	GJB2	1	+	178989075	179002494	0.000000	0.000000	0.000000
gene2655	GJA3	1	+	179001812	179015593	0.389622	0.247067	0.599829
gene2656	ZMYM2	1	-	179049647	179142614	38.818062	10.377408	25.194284
gene2657	PSPC1	1	+	179180213	179248100	26.573351	36.539566	88.710815
gene2658	MIR6641	1	+	179212021	179212124	1.490385	0.508903	1.235516
gene2659	MPHOSPH8	1	-	179244427	179263797	36.206032	9.212145	22.365259
gene2660	PARP4	1	-	179264248	179308102	54.080853	14.157055	34.370522
gene2661	CENPJ	1	+	179309993	179327307	3.453001	0.878570	2.132994
gene2662	RNF17	1	-	179329639	179372438	0.048662	0.012385	0.030069
gene2663	ARHGAP20	1	+	179517122	179577089	4.731312	1.203820	2.922635
gene2664	FDX1	1	-	179596040	179612517	53.237450	13.545563	32.885937
gene2665	LOC107052026	1	-	179612870	179631565	1.649208	0.419619	1.018752
gene2666	RDX	1	+	179631235	179666824	322.820526	111.961876	271.821198
gene2667	ZC3H12C	1	-	179676852	179717200	67.519531	18.599756	45.156517
gene2668	LOC107052209	1	+	179881794	179883303	0.000000	0.000000	0.000000
gene2669	DDX10	1	-	180017799	180182057	49.345863	12.555400	30.482018
gene2670	EXPH5	1	+	180209601	180244621	0.138679	0.048862	0.118627
gene2671	KDELC2	1	+	180248430	180265419	20.973232	5.336361	12.955625
gene2672	ATM	1	-	180285849	180345559	14.693004	3.787011	9.194110
gene2673	NPAT	1	+	180345571	180366748	21.768862	5.543415	13.458311
gene2674	ACAT1	1	-	180368164	180380539	435.026306	110.686676	268.725281
gene2675	CUL5	1	-	180385081	180415446	60.373051	15.370226	37.315857
gene2676	LOC101748614	1	-	180424791	180437452	23.765337	6.046775	14.680368
gene2677	LOC107052166	1	+	180438287	180446115	0.314366	0.079986	0.194191
gene2678	SLC35F2	1	+	180455930	180474036	127.777573	32.511311	78.931007
gene2679	SLN	1	+	180517078	180519001	0.000000	0.000000	0.000000
gene2680	ELMOD1	1	-	180534612	180577075	56.969917	18.918419	45.930164
gene2681	ALKBH8	1	+	180575059	180634391	3.960179	7.287426	17.692423
gene2682	LOC107052184	1	-	180647708	180655388	0.540835	0.137858	0.334693
gene2683	CWF19L2	1	+	180655515	180718175	33.671528	8.567274	20.799641
gene2685	GUCY1A2	1	+	180825293	180961764	6.133572	1.560606	3.788842
gene2687	LOC107052185	1	-	181028363	181037794	0.886467	0.225550	0.547590
gene2688	AASDHPPT	1	-	181108997	181131988	2.563800	3.859061	9.369033
gene2689	KBTBD3	1	+	181132088	181149527	1.539120	0.391609	0.950748
gene2690	MSANTD4	1	+	181151313	181166285	8.904896	8.056540	19.559679
gene2691	GRIA4	1	-	181192412	181414979	0.026740	0.044325	0.107613
gene2692	LOC107052187	1	+	181415123	181434824	0.000000	0.000000	0.000000
gene2693	PDGFD	1	+	181945794	182085856	13.796821	3.557646	8.637257
gene2694	DYNC2H1	1	-	182249692	182386457	4.040157	1.027964	2.495693
gene2695	MIR7449	1	-	182377259	182377326	0.000000	0.000000	0.000000
gene2696	DCUN1D5	1	+	182386550	182399337	96.322548	24.507998	59.500546
gene2697	LOC100859420	1	+	182433055	182434544	3.283541	0.835454	2.028315
gene2698	MMP13	1	+	182444413	182451714	154.607071	39.337723	95.504173
gene2699	MMP10	1	+	182479610	182486231	622.761292	158.453354	384.693268
gene2700	LOC107052200	1	+	182487424	182488686	0.000000	0.000000	0.000000
gene2701	LOC428086	1	+	182492154	182498459	0.000000	0.000000	0.000000
gene2702	MMP1	1	+	182506615	182513593	0.278293	0.070808	0.171908
gene2704	MMP7	1	+	182581300	182585660	0.000000	0.000000	0.000000
gene2705	TMEM123	1	+	182611334	182628424	224.081375	57.014538	138.419968
gene2706	BIRC2	1	-	182634266	182644438	651.828125	165.849030	402.648499
gene2707	LOC101750351	1	+	182644531	182653004	9.490931	2.414841	5.862756
gene2708	YAP1	1	-	182684536	182765071	173.630829	44.178062	107.255569
gene2709	C1H11ORF70	1	-	182765820	182785257	9.519531	2.422118	5.880423
gene2710	LOC107052390	1	+	182766158	182769473	13.223605	3.364571	8.168510
gene2712	ANGPTL5	1	+	182851318	182865385	0.466009	0.118570	0.287864
gene2713	LOC107052387	1	-	183000113	183001169	0.000000	0.000000	0.000000
gene2714	TRPC6	1	+	183074650	183169496	27.633858	7.205165	17.492710
gene2715	PGR	1	+	183242907	183281319	0.588808	0.149814	0.363720
gene2716	LOC107052382	1	-	183267990	183268667	0.000000	0.000000	0.000000
gene2717	ARHGAP42	1	-	183291270	183451831	21.949982	5.584882	13.558985
gene2718	TRNAP-AGG	1	-	183307926	183307997	1.250000	0.318046	0.772152
gene2719	LOC107052378	1	+	183321236	183327556	0.000000	0.000000	0.000000
gene2720	CNTN5	1	-	183529156	184134946	0.233205	0.061760	0.149940
gene2723	CCDC82	1	+	184977031	184990275	32.719200	8.324966	20.211367
gene2724	MAML2	1	+	184997543	185208363	88.371284	22.484900	54.588875
gene2725	MIR6570	1	+	185065707	185065806	1.550000	0.517413	1.256175
gene2726	LOC107052370	1	-	185120070	185126203	0.409348	0.104153	0.252863
gene2727	MTMR2	1	+	185226256	185284549	11.800326	14.911496	36.202152
gene2728	CEP57	1	-	185292867	185306241	11.904445	3.045807	7.394614
gene2729	FAM76B	1	+	185306882	185317643	15.888050	4.098736	9.950918
gene2730	LOC107052369	1	-	185459440	185465840	6.959932	1.876887	4.556708
gene2731	SESN3	1	+	185466076	185511301	15.812527	4.023288	9.767743
gene2732	ENDOD1	1	-	185515132	185525631	26.921469	6.849811	16.629980
gene2733	LOC107052361	1	-	185535654	185537305	4.062849	1.033738	2.509711
gene2734	CWC15	1	+	185537307	185552135	87.615021	65.802132	159.754517
gene2735	AMOTL1	1	-	185568349	185636962	19.046381	12.185680	29.584414
gene2736	FUT4	1	-	185674161	185675231	26.254902	6.680212	16.218227
gene2737	C11ORF97	1	-	185683602	185688068	2.132849	0.549737	1.334652
gene2738	ANKRD49	1	-	185689480	185691512	49.856510	12.786426	31.042902
gene2739	MRE11A	1	+	185691559	185711330	45.004906	11.465658	27.836340
gene2740	GPR83	1	+	185714669	185717617	0.562846	0.143209	0.347682
gene2741	PANX1	1	-	185729944	185751254	15.222801	5.629717	13.667836
gene2742	HEPHL1	1	-	185754322	185809177	0.104207	0.028841	0.070020
gene2743	TM4SF1a	1	+	185795353	185814549	0.000000	0.000000	0.000000
gene2744	LOC428094	1	+	185821468	185827869	2.517309	0.640496	1.554997
gene2745	LOC107052349	1	-	185829994	185839479	0.089982	0.022895	0.055584
gene2746	VSTM5	1	+	185839518	185848282	3.611827	1.200078	2.913551
gene2747	MED17	1	-	185847132	185861165	94.807037	24.122395	58.564384
gene2748	C1H11ORF54	1	-	185861450	185870833	46.601955	12.699912	30.832863
gene2749	TAF1D	1	+	185870895	185881790	39.995518	13.104653	31.815496
gene2750	KIAA1731	1	-	185882465	185922250	22.133997	5.666668	13.757544
gene2751	SMCO4	1	+	185946358	185975062	26.529776	6.750150	16.388023
gene2753	SLC36A4	1	+	186090994	186196707	6.120498	1.568356	3.807656
gene2754	MTNR1B	1	-	186280285	186300517	0.256796	0.065338	0.158629
gene2755	FAT3	1	-	186422748	186850194	0.902773	0.236953	0.575275
gene2758	LOC107052327	1	-	187621796	187635857	0.000000	0.000000	0.000000
gene2759	CHORDC1	1	+	187635925	187648345	57.594837	14.654243	35.577591
gene2760	NAALAD2	1	-	187657920	187690496	1.659593	0.422373	1.025437
gene2761	FOLH1	1	-	187694349	187720676	19.916153	5.504220	13.363152
gene2762	NOX4	1	+	187793206	187903168	0.908687	0.234477	0.569263
gene2763	LOC107052320	1	+	187915750	187919515	0.147513	0.049913	0.121179
gene2765	GRM5	1	+	188002834	188258224	0.135766	0.035238	0.085550
gene2766	CTSC	1	+	188310772	188327051	237.772690	60.498108	146.877396
gene2767	RAB38	1	+	188343179	188387658	0.165746	0.059233	0.143805
gene2768	MIR1657	1	+	188362794	188362887	0.000000	0.000000	0.000000
gene2769	LOC101749530	1	-	188524196	188537476	0.000000	0.000000	0.000000
gene2770	TMEM135	1	-	188600133	188766093	55.384060	14.632570	35.524975
gene2771	LOC107052318	1	+	188766191	188769515	3.219477	0.819153	1.988741
gene2772	FZD4	1	+	188780367	188784816	34.312386	8.730332	21.195511
gene2773	LOC107052309	1	+	188816095	188835856	0.000000	0.000000	0.000000
gene2774	PRSS23	1	-	188865459	188871732	77.259506	20.547827	49.886044
gene2775	LOC101750043	1	+	188875365	188901760	0.098782	0.038816	0.094237
gene2776	LOC107049151	1	+	188903217	188911592	0.089713	0.023613	0.057328
gene2777	ME3	1	+	188917131	189035441	6.291170	1.653710	4.014879
gene2778	FAM181B	1	-	189044756	189046607	48.458424	12.329604	29.933830
gene2779	PRCP	1	-	189065018	189093641	58.934971	14.995223	36.405422
gene2780	C1H11ORF82	1	+	189094024	189102053	12.141472	3.206322	7.784313
gene2781	RAB30	1	-	189110415	189151031	64.954437	17.558369	42.628231
gene2782	LOC107052306	1	+	189151236	189165915	8.075776	2.093556	5.082737
gene2783	PCF11	1	+	189173939	189194121	47.624050	12.502501	30.353592
gene2784	ANKRD42	1	+	189195433	189216428	0.783310	0.307730	0.747107
gene2785	CCDC90B	1	-	189212812	189221045	42.490520	11.516934	27.960829
gene2786	DLG2	1	-	189302876	189934743	0.023857	0.054848	0.133161
gene2787	LOC107052406	1	+	190010603	190019833	0.000000	0.000000	0.000000
gene2788	LOC107052407	1	-	190146041	190159603	0.000000	0.000000	0.000000
gene2789	MIR1664	1	-	190157044	190157140	0.000000	0.000000	0.000000
gene2790	LOC107052405	1	-	190165097	190311681	1.955658	0.497591	1.208053
gene2791	LOC101751262	1	-	190250792	190270592	0.000000	0.000000	0.000000
gene2792	TMEM126A	1	+	190311694	190318204	41.142040	10.468046	25.414339
gene2793	CREBZF	1	-	190320829	190326480	4.897714	1.246158	3.025425
gene2794	CCDC89	1	-	190326523	190329009	0.201072	0.051160	0.124207
gene2795	SYTL2	1	-	190330604	190383478	3.002416	1.096987	2.663265
gene2796	CCDC83	1	+	190385848	190408788	0.741864	0.191406	0.464696
gene2797	PICALM	1	-	190408328	190444779	302.419891	85.962685	208.700317
gene2798	LOC107052432	1	-	190459747	190464504	7.200093	1.831968	4.447655
gene2799	LOC107052448	1	-	190494218	190507358	0.572464	0.145656	0.353624
gene2800	EED	1	+	190535898	190551879	55.053173	14.007551	34.007553
gene2801	C1H11ORF73	1	-	190562765	190571669	148.014557	46.635796	113.222450
gene2802	LOC100857556	1	-	190601422	190603690	0.000000	0.000000	0.000000
gene2803	LOC101747503	1	+	191156148	191157083	0.320513	0.081550	0.197988
gene2804	TENM4	1	+	191996861	192426122	0.060778	0.015464	0.037544
gene2805	LOC101748831	1	+	192448590	192602478	0.239169	0.060853	0.147740
gene2806	NARS2	1	+	192670661	192723417	27.194067	6.954367	16.883823
gene2807	GAB2	1	+	192735574	192826887	6.129202	1.559494	3.786142
gene2808	LOC100857685	1	+	192858201	192861277	0.735030	0.187019	0.454044
gene2809	USP35	1	-	192873735	192901792	13.024770	4.003096	9.718722
gene2810	KCTD21	1	+	192901808	192913562	6.464621	1.644837	3.993338
gene2811	ALG8	1	+	192915374	192925771	35.564102	9.048814	21.968725
gene2812	NDUFC2	1	+	192926318	192929789	157.653549	40.112858	97.386047
gene2813	THRSPB	1	-	192931527	192932206	19.521324	4.966942	12.058749
gene2814	LOC101748650	1	+	192935115	192936349	4.214170	1.072240	2.603185
gene2815	THRSP	1	+	192940017	192941458	0.000000	0.000000	0.000000
gene2816	KCTD14	1	+	192948175	192951524	21.956440	5.586525	13.562974
gene2817	LOC107052449	1	-	192949339	192953396	0.000000	0.000000	0.000000
gene2818	INTS4	1	+	192954450	192986817	65.307007	16.790941	40.765076
gene2819	AAMDC	1	-	192986298	192997572	25.523575	12.784067	31.037178
gene2820	RSF1	1	+	192997707	193053804	29.163477	7.420259	18.014917
gene2821	CLNS1A	1	+	193059185	193069300	242.145248	61.610649	149.578415
gene2822	AQP11	1	-	193071612	193085775	16.136890	4.245515	10.307268
gene2823	PAK1	1	+	193108656	193178659	34.492035	37.644791	91.394073
gene2824	GDPD4	1	+	193184477	193218525	2.415017	0.653398	1.586320
gene2825	MYO7A	1	-	193219305	193318131	0.853956	0.221431	0.537590
gene2826	CAPN5	1	-	193321018	193371289	145.615875	37.050030	89.950111
gene2827	OMP	1	-	193336529	193342162	0.807419	0.205437	0.498760
gene2828	ACER3	1	-	193384571	193443626	70.014397	17.871466	43.388371
gene2829	TSKU	1	-	193483517	193498273	19.438478	4.945863	12.007573
gene2830	GUCY2F	1	+	193583840	193626921	0.056751	0.014440	0.035056
gene2831	LRRC32	1	+	193645829	193664980	7.460392	1.903317	4.620875
gene2832	C11ORF30	1	-	193747151	193786712	29.854696	8.562197	20.787313
gene2833	LOC107052450	1	-	193794488	193796959	7.565487	2.108027	5.117871
gene2834	PRKRIR	1	+	193795797	193809201	11.652904	2.964927	7.198254
gene2835	LOC107052451	1	+	193815531	193821808	0.279776	0.071185	0.172824
gene2840	WNT11	1	+	193935318	193969596	0.040594	0.010329	0.025076
gene2841	UVRAG	1	-	194105689	194191269	38.822521	16.055462	38.979473
gene2843	ART1	1	-	194197428	194198714	0.237762	0.060495	0.146871
gene2842	ART7B	1	-	194197428	194202909	0.043711	0.046348	0.112524
gene2844	ART7C	1	+	194205081	194208030	0.343930	0.087508	0.212453
gene2845	MADPRT	1	+	194211172	194212308	0.248463	0.063218	0.153481
gene2846	IL18BP	1	-	194212591	194214477	79.489418	20.723387	50.312267
gene2847	RNF121	1	-	194214710	194226016	80.320755	25.087318	60.907024
gene2848	LOC107052454	1	-	194215899	194216543	10.638504	2.706826	6.571637
gene2849	LOC100857925	1	+	194226145	194229324	11.645948	2.963157	7.193957
gene2850	NUMA1	1	-	194229470	194244188	133.551498	34.066200	82.705971
gene2851	LOC107052453	1	+	194245633	194247791	4.068778	1.035247	2.513373
gene2852	LAMTOR1	1	-	194247653	194252977	177.310455	45.114292	109.528549
gene2853	LOC107049077	1	+	194255597	194257837	3.770890	0.967788	2.349597
gene2854	ANAPC15	1	-	194257663	194260098	29.363842	7.471240	18.138689
gene2855	LOC107052455	1	+	194260441	194261202	0.000000	0.000000	0.000000
gene2856	LCMT2	1	-	194267295	194288352	20.322372	11.506946	27.936579
gene2857	DCHS1	1	+	194288444	194364645	4.544454	1.156276	2.807209
gene2858	MIR1600	1	+	194366430	194366509	5.599999	1.540402	3.739791
gene2859	TPP1	1	+	194371417	194375955	492.329651	125.266754	304.122803
gene2860	TAF10	1	+	194376061	194378365	123.048683	31.308105	76.009865
gene2861	ILK	1	-	194378828	194384323	553.289429	147.189011	357.345703
gene2862	RRP8	1	+	194384451	194387843	79.136131	21.122368	51.280918
gene2863	LOC419074	1	+	194387867	194400142	54.198097	13.789986	33.479347
gene2864	LOC107052459	1	-	194400110	194402784	1.510861	0.384419	0.933292
gene2865	TIMM10B	1	-	194412230	194413286	164.885452	41.952915	101.853355
gene2866	ARFIP2	1	+	194413343	194419471	145.861435	38.669804	93.882607
gene2867	LOC107052456	1	+	194420220	194423661	253.956055	64.615753	156.874207
gene2868	LOC107052462	1	-	194424370	194430847	509.172607	129.552216	314.527069
gene2869	TRIM3	1	+	194430934	194438909	437.694000	145.603134	353.495483
gene2870	HPX	1	+	194439303	194442899	2858.157227	727.220276	1765.546387
gene2871	APBB1	1	+	194443725	194449356	228.676666	58.322281	141.594910
gene2872	SMPD1	1	-	194449405	194453326	397.248474	101.074608	245.389084
gene2873	CCKBR	1	-	194456804	194459574	6.144050	1.902770	4.619547
gene2874	CNGA4	1	-	194459665	194464994	3.890936	1.022917	2.483440
gene2875	FAM160A2	1	+	194465182	194472744	70.228271	21.080803	51.180004
gene2876	RPS11	1	-	194478252	194481138	2026.600830	515.641724	1251.875732
gene2877	OR52B2	1	+	194496712	194500356	0.000000	0.000000	0.000000
gene2878	LOC101748683	1	+	194506121	194507731	0.096214	0.024480	0.059433
gene2879	LOC428111	1	+	194509413	194514389	0.000000	0.000000	0.000000
gene2881	FOLR1	1	-	194532747	194536214	10.777993	2.953569	7.170680
gene2882	LOC107052458	1	-	194548307	194553557	0.000000	0.000000	0.000000
gene2883	HBG1	1	+	194562710	194563900	0.243159	0.061869	0.150205
gene2884	HBE1	1	+	194567561	194568769	0.387225	0.098524	0.239197
gene2885	HBG2	1	+	194570614	194572116	0.000000	0.000000	0.000000
gene2886	LOC107049060	1	+	194574892	194576539	0.000000	0.000000	0.000000
gene2888	OR52R1	1	-	194589743	194590690	0.864979	0.220082	0.534316
